NO,DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
541173,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 20:45:00,2018/7/5 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,47.0,66.0,0.0,0.0,44.0,47.0,66.0,100.0
547787,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:00:00,2018/7/5 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,54.0,84.0,0.0,0.0,50.0,57.0,84.0,98.43
554394,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:15:00,2018/7/5 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,42.0,60.0,0.0,0.0,51.0,43.0,60.0,99.35
561002,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:30:00,2018/7/5 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,43.0,74.0,0.0,0.0,38.0,43.0,74.0,100.0
567607,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:45:00,2018/7/5 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,38.0,74.0,0.0,0.0,65.0,39.0,74.0,99.44
574215,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:00:00,2018/7/5 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,32.0,82.0,0.0,0.0,87.0,32.0,82.0,100.0
580817,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:15:00,2018/7/5 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,35.0,82.0,0.0,0.0,105.0,35.0,82.0,100.0
587422,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:30:00,2018/7/5 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,44.0,71.0,0.0,0.0,67.0,45.0,71.0,99.45
594024,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:45:00,2018/7/5 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,20.0,67.0,0.0,0.0,72.0,20.0,67.0,100.0
600629,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:00:00,2018/7/5 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,19.0,71.0,0.0,0.0,46.0,19.0,71.0,100.0
607234,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:15:00,2018/7/5 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,28.0,66.0,0.0,0.0,62.0,28.0,66.0,100.0
613836,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:30:00,2018/7/5 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,73.0,0.0,0.0,34.0,30.0,73.0,98.54
620438,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:45:00,2018/7/6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,70.0,0.0,0.0,26.0,15.0,70.0,100.0
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6,2018/7/6 0:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,25.0,80.0,0.0,0.0,48.0,25.0,80.0,100.0
6607,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 0:15:00,2018/7/6 0:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,109.0,0.0,0.0,50.0,33.0,109.0,100.0
13208,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 0:30:00,2018/7/6 0:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,36.0,150.0,0.0,0.0,114.0,36.0,150.0,100.0
19809,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 0:45:00,2018/7/6 1:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,28.0,122.0,0.0,0.0,119.0,28.0,122.0,100.0
26713,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 1:15:00,2018/7/6 1:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,21.0,131.0,0.0,0.0,114.0,21.0,131.0,100.0
33306,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 1:30:00,2018/7/6 1:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,14.0,125.0,0.0,0.0,113.0,14.0,125.0,100.0
39902,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 1:45:00,2018/7/6 2:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,24.0,109.0,0.0,0.0,120.0,24.0,109.0,100.0
46498,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:00:00,2018/7/6 2:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,18.0,105.0,0.0,0.0,102.0,18.0,105.0,100.0
53091,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:15:00,2018/7/6 2:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,26.0,112.0,0.0,0.0,97.0,27.0,112.0,99.58
59681,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:30:00,2018/7/6 2:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,9.0,105.0,0.0,0.0,97.0,9.0,105.0,100.0
66281,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:45:00,2018/7/6 3:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,16.0,119.0,0.0,0.0,75.0,16.0,119.0,100.0
72878,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:00:00,2018/7/6 3:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,23.0,115.0,0.0,0.0,102.0,23.0,115.0,100.0
79475,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:15:00,2018/7/6 3:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35.0,93.0,0.0,0.0,100.0,35.0,93.0,100.0
86071,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:30:00,2018/7/6 3:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,34.0,109.0,0.0,0.0,102.0,34.0,109.0,100.0
92672,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:45:00,2018/7/6 4:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,51.0,101.0,0.0,0.0,61.0,51.0,101.0,100.0
99270,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:00:00,2018/7/6 4:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,25.0,106.0,0.0,0.0,112.0,25.0,106.0,100.0
105867,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:15:00,2018/7/6 4:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,26.0,101.0,0.0,0.0,125.0,26.0,101.0,100.0
112465,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:30:00,2018/7/6 4:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,22.0,134.0,0.0,0.0,91.0,22.0,134.0,100.0
119062,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:45:00,2018/7/6 5:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,36.0,113.0,0.0,0.0,96.0,36.0,113.0,100.0
125659,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:00:00,2018/7/6 5:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,78.0,118.0,0.0,0.0,96.0,78.0,118.0,100.0
132259,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:15:00,2018/7/6 5:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,27.0,125.0,0.0,0.0,111.0,27.0,125.0,100.0
138856,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:30:00,2018/7/6 5:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,23.0,113.0,0.0,0.0,109.0,23.0,113.0,100.0
145450,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:45:00,2018/7/6 6:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,32.0,128.0,0.0,0.0,106.0,32.0,128.0,100.0
152044,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:00:00,2018/7/6 6:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,34.0,149.0,0.0,0.0,108.0,34.0,149.0,100.0
158643,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:15:00,2018/7/6 6:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,44.0,149.0,0.0,0.0,123.0,44.0,149.0,100.0
165239,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:30:00,2018/7/6 6:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,38.0,131.0,0.0,0.0,59.0,39.0,131.0,99.56
171836,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:45:00,2018/7/6 7:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,47.0,106.0,0.0,0.0,76.0,47.0,106.0,100.0
178438,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:00:00,2018/7/6 7:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,40.0,131.0,0.0,0.0,78.0,40.0,131.0,100.0
185044,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:15:00,2018/7/6 7:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,51.0,120.0,0.0,0.0,58.0,52.0,120.0,99.57
191647,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:30:00,2018/7/6 7:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,70.0,110.0,0.0,0.0,82.0,70.0,110.0,100.0
198250,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:45:00,2018/7/6 8:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,73.0,102.0,0.0,0.0,82.0,74.0,102.0,99.61
204859,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:00:00,2018/7/6 8:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,69.0,90.0,0.0,0.0,81.0,70.0,90.0,99.59
211471,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:15:00,2018/7/6 8:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,64.0,103.0,0.0,0.0,106.0,64.0,103.0,100.0
218070,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:30:00,2018/7/6 8:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,50.0,110.0,0.0,0.0,88.0,50.0,110.0,100.0
224663,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:45:00,2018/7/6 9:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,51.0,94.0,0.0,0.0,72.0,51.0,94.0,100.0
231256,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:00:00,2018/7/6 9:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,55.0,103.0,0.0,0.0,79.0,55.0,103.0,100.0
237842,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:15:00,2018/7/6 9:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,56.0,88.0,0.0,0.0,96.0,57.0,88.0,99.59
244426,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:30:00,2018/7/6 9:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,87.0,103.0,0.0,0.0,93.0,88.0,103.0,99.65
251009,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:45:00,2018/7/6 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,82.0,80.0,0.0,0.0,80.0,83.0,80.0,99.59
257590,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:00:00,2018/7/6 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,68.0,87.0,0.0,0.0,55.0,69.0,87.0,99.53
264171,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:15:00,2018/7/6 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,53.0,82.0,0.0,0.0,47.0,53.0,82.0,100.0
270756,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:30:00,2018/7/6 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,82.0,55.0,0.0,0.0,52.0,83.0,55.0,99.47
277340,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:45:00,2018/7/6 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,62.0,76.0,0.0,0.0,55.0,64.0,76.0,98.97
283928,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:00:00,2018/7/6 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,48.0,70.0,0.0,0.0,60.0,48.0,70.0,100.0
290527,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:15:00,2018/7/6 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,93.0,0.0,0.0,100.0,52.0,93.0,100.0
297123,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:30:00,2018/7/6 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,71.0,78.0,0.0,0.0,88.0,71.0,78.0,100.0
303689,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:45:00,2018/7/6 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,84.0,98.0,0.0,0.0,96.0,84.0,98.0,100.0
310244,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:00:00,2018/7/6 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,84.0,97.0,0.0,0.0,65.0,84.0,97.0,100.0
316834,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:15:00,2018/7/6 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,59.0,87.0,0.0,0.0,92.0,61.0,87.0,99.17
323430,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:30:00,2018/7/6 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,58.0,86.0,0.0,0.0,85.0,59.0,86.0,99.57
330034,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:45:00,2018/7/6 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,76.0,115.0,0.0,0.0,79.0,77.0,115.0,99.63
336652,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:00:00,2018/7/6 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,53.0,104.0,0.0,0.0,61.0,53.0,104.0,100.0
343270,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:15:00,2018/7/6 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,97.0,0.0,0.0,60.0,56.0,97.0,100.0
349863,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:30:00,2018/7/6 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,67.0,103.0,0.0,0.0,81.0,67.0,103.0,100.0
356453,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:45:00,2018/7/6 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,72.0,82.0,0.0,0.0,87.0,74.0,82.0,99.18
363045,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:00:00,2018/7/6 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,61.0,100.0,0.0,0.0,69.0,61.0,100.0,100.0
369632,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:15:00,2018/7/6 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,71.0,90.0,0.0,0.0,75.0,72.0,90.0,99.58
376216,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:30:00,2018/7/6 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,65.0,88.0,0.0,0.0,67.0,65.0,88.0,100.0
382803,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:45:00,2018/7/6 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,62.0,82.0,0.0,0.0,93.0,62.0,82.0,100.0
389388,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:00:00,2018/7/6 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,71.0,72.0,0.0,0.0,73.0,72.0,72.0,99.54
395971,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:15:00,2018/7/6 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,80.0,90.0,0.0,0.0,74.0,82.0,90.0,99.19
402559,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:30:00,2018/7/6 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,94.0,100.0,0.0,0.0,89.0,94.0,100.0,100.0
409152,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:45:00,2018/7/6 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,67.0,82.0,0.0,0.0,80.0,71.0,83.0,97.86
415742,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:00:00,2018/7/6 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,50.0,71.0,0.0,0.0,86.0,50.0,71.0,100.0
422336,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:15:00,2018/7/6 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,69.0,86.0,0.0,0.0,100.0,70.0,86.0,99.61
428920,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:30:00,2018/7/6 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,77.0,84.0,0.0,0.0,109.0,77.0,84.0,100.0
435507,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:45:00,2018/7/6 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,54.0,72.0,0.0,0.0,94.0,54.0,72.0,100.0
442097,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:00:00,2018/7/6 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,57.0,72.0,0.0,0.0,86.0,59.0,72.0,99.08
448690,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:15:00,2018/7/6 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,56.0,75.0,0.0,0.0,82.0,57.0,75.0,99.53
455279,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:30:00,2018/7/6 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,44.0,64.0,0.0,0.0,83.0,44.0,64.0,100.0
461874,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:45:00,2018/7/6 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,73.0,0.0,0.0,80.0,52.0,73.0,100.0
468459,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:00:00,2018/7/6 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,74.0,64.0,0.0,0.0,69.0,75.0,64.0,99.52
475052,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:15:00,2018/7/6 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,97.0,71.0,0.0,0.0,59.0,100.0,71.0,98.7
481638,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:30:00,2018/7/6 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,89.0,71.0,0.0,0.0,96.0,89.0,71.0,100.0
488223,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:45:00,2018/7/6 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,79.0,79.0,0.0,0.0,78.0,80.0,79.0,99.58
494812,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:00:00,2018/7/6 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,93.0,64.0,0.0,0.0,77.0,99.0,64.0,97.08
501398,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:15:00,2018/7/6 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,86.0,0.0,0.0,90.0,85.0,86.0,99.62
507993,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:30:00,2018/7/6 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,92.0,0.0,0.0,83.0,83.0,92.0,100.0
514582,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:45:00,2018/7/6 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,86.0,80.0,0.0,0.0,101.0,88.0,80.0,99.26
521168,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:00:00,2018/7/6 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,99.0,83.0,0.0,0.0,76.0,108.0,83.0,96.63
